FullName,PlayerName,Affiliation,Champions League,League,League Nation,Jersey,Birth Date,Age,Height (meters),Position,Foot,Agent,Agent Yes/No,PlayerSponsor,Nationality,Nation/League,Continent,Games Played,2018/19 Games Played,Market Value (Euros),Accumulated Transfer Sums (Euros),Highest Market Value (Euros),Highest Market Value Date,Years Since Peak,NationalTeamCaps,MostRecentInjury
Ricardo Jose Vaz Alves Monteiro,Tarantini,Rio Ave FC,No,Liga NOS,Portugal,#8,10/7/1983,36,1.88,Midfielder ,,NA,No,None,Portugal,Yes,UEFA,1,0,200000,0,2200000,41457,6,0,NA
Marco Andre Rocha Pereira,Marco Pereira,Santa Clara,No,Liga NOS,Portugal,#99,12/1/1987,31,1.84,Goalkeeper,,NA,No,None,Portugal,Yes,UEFA,10,0,200000,0,500000,40640,8,1,NA
,Zaidu Sanusi,Santa Clara,No,Liga NOS,Portugal,#3,6/13/1997,22,1.82,Defender ,left,NA,No,Other,Nigeria,No,CAF,0,0,200000,0,200000,43749,0,0,NA
,Konstantin Maradishvili,CSKA Moscow,No,Premier Liga,Russia,#87,2/7/2000,19,1.80,Midfielder ,right,NA,No,None,Russia,Yes,UEFA,0,0,200000,0,200000,43630,0,5,NA
Nelson Felix P Balongo Lissondja Vha,Nelson Balongo,Sint-Truiden,No,Jupiler Pro League,Belgium,#30,4/15/1999,20,1.87,Forward ,right,Valentin Balongo,Yes,Other,DR Congo,No,CAF,0,0,200000,0,200000,43721,0,1,NA
,Turgay Mokhbaliev,Ufa,No,Premier Liga,Russia,#34,1/18/2000,19,1.76,Defender ,right,uscout.ru,Yes,None,Russia,Yes,UEFA,0,0,200000,9000,200000,43630,0,5,NA
,Shamsiddin Shanbiev,Ural,No,Premier Liga,Russia,#2,2/18/1997,22,1.78,Defender ,right,FM Sports Agency,Yes,None,Russia,Yes,UEFA,0,0,200000,0,300000,42887,2,1,NA
Luis Manuel Arantes Maximiano,Luis Maximiano,Sporting CP,No,Liga NOS,Portugal,#81,1/5/1999,20,1.90,Goalkeeper,both,Ultimate Sports,Yes,Other,Portugal,Yes,UEFA,1,0,200000,0,200000,43476,0,0,NA
Olabiran Blessing Muyiwa,Benito,Tambov,No,Premier Liga,Russia,#11,9/7/1998,21,1.79,Forward ,right,Moussa Ndiaye,Yes,Other,Nigeria,No,CAF,1,0,200000,0,200000,43454,0,2,NA
,Antonio Rosati,Torino,No,Serie A,Italy,#25,6/26/1983,36,1.95,Goalkeeper,right,Alessandro Lucci - ...,Yes,Nike,Italy,Yes,UEFA,0,0,200000,2900000,2800000,40715,8,0,NA
Douglas Renato de Jesus,Douglas Jesus,Vit. Guimaraes,No,Liga NOS,Portugal,#1,3/9/1983,36,1.88,Goalkeeper,right,NA,No,Other,Brazil,No,CONMEBOL,6,0,200000,0,1500000,41845,5,0,NA
Javier Diaz Sanchez,Javi Diaz,Sevilla FC,No,LaLiga,Spain,#31,5/15/1997,22,1.82,Goalkeeper,right,NA,No,None,Spain,Yes,UEFA,18,0,200000,0,200000,43645,0,0,NA
,Delano van Crooij,VVV-Venlo,No,Eredivisie,Netherlands,#16,6/5/1991,28,1.85,Goalkeeper,both,Juzzt Football,Yes,Other,Netherlands,Yes,UEFA,8,0,200000,0,200000,42907,0,0,NA
,Ilia Gruev,Werder Bremen,No,Bundesliga,Germany,#28,5/6/2000,19,1.85,Midfielder ,right,feel soccer GmbH,Yes,Other,Bulgaria,No,UEFA,2,0,200000,0,200000,,0,2,NA
Nguy,Cong Phuong Nguyen,Sint-Truiden,No,Jupiler Pro League,Belgium,#15,1/21/1995,24,1.68,Forward ,both,JEB Entertainment ...,Yes,None,Vietnam,No,AFC,1,0,200000,0,200000,43721,0,32,NA
,Lechii Sadulaev,Akhmat Grozny,No,Premier Liga,Russia,#22,1/8/2000,19,1.78,Midfielder ,,NA,No,None,Russia,Yes,UEFA,7,2,175000,0,175000,43630,0,4,NA
,Simone Pinna,Cagliari Calcio,No,Serie A,Italy,#2,10/17/1997,22,1.72,Defender ,right,Avv. Filippo Pirisi,Yes,None,Italy,Yes,UEFA,0,0,175000,0,175000,43270,0,0,NA
,Wladimiro Falcone,Sampdoria,No,Serie A,Italy,#30,4/12/1995,24,1.95,Goalkeeper,right,NA,No,None,Italy,Yes,UEFA,0,0,175000,7000,200000,41821,5,5,NA
Leandro Fernandes Da Cunha,Leandro Fernandes,Fortuna Sittard,No,Eredivisie,Netherlands,#34,12/25/1999,19,1.76,Midfielder ,right,Francesco Viviani,Yes,None,Netherlands,Yes,UEFA,3,0,175000,500000,200000,43281,1,7,Unknown Injury: Return unknown
,Nikki Baggerman,RKC Waalwijk,No,Eredivisie,Netherlands,#26,10/17/1997,22,1.75,Midfielder ,right,Key Sports ...,Yes,Other,Netherlands,Yes,UEFA,2,0,175000,0,175000,43649,0,0,NA
,Bogdan Ovsyannikov,KS Samara,No,Premier Liga,Russia,#81,1/5/1999,20,1.88,Goalkeeper,right,NA,No,None,Russia,Yes,UEFA,6,0,175000,0,175000,43630,0,1,NA
,Nikolay Poyarkov,Rubin Kazan,No,Premier Liga,Russia,#71,10/16/1999,20,1.78,Defender ,left,NA,No,None,Russia,Yes,UEFA,0,0,175000,300000,175000,42887,0,1,NA
,Vladislav Kulik,Tambov,No,Premier Liga,Russia,#6,2/27/1985,34,1.80,Midfielder ,right,iFootball,Yes,None,Russia,Yes,UEFA,0,24,150000,3600000,6000000,41444,6,2,NA
Alfredo Horacio Stephens Francis,Alfredo Stephens,Santa Clara,No,Liga NOS,Portugal,#18,12/25/1994,24,1.78,Forward ,right,Dedra Football ...,Yes,None,Panama,No,CONCACAF,0,16,150000,0,150000,43749,0,10,NA
Kgaogelo Rathete Sekgota,Kgaogelo Sekgota,Vitoria Setubal,No,Liga NOS,Portugal,#26,6/22/1997,22,1.70,Forward ,right,NA,No,Other,South Africa,No,CAF,0,6,150000,0,150000,43623,0,0,NA
,Marco Bleve,Lecce,No,Serie A,Italy,#95,10/18/1995,24,1.84,Goalkeeper,right,Palomba ...,Yes,None,Italy,Yes,UEFA,0,5,150000,0,300000,42180,4,0,NA
,Samuele Perisan,Udinese Calcio,No,Serie A,Italy,#27,8/21/1997,22,1.92,Goalkeeper,left,Patrick Bastianelli,Yes,None,Italy,Yes,UEFA,0,5,150000,0,150000,43482,0,2,NA
Abdou Karim Coulibaly,Karim Coulibaly,Willem II,No,Eredivisie,Netherlands,#20,6/3/1993,26,1.84,Forward ,left,Grégory Mardian,Yes,Other,France,No,UEFA,0,4,150000,125000,500000,41963,5,4,NA
,Derick Osei Yaw,Stade Brest 29,No,Ligue 1,France,#29,9/10/1998,21,1.87,Forward ,right,Global 11,Yes,None,France,Yes,UEFA,0,3,150000,0,150000,43349,0,3,NA
,Gianluca Pegolo,Sassuolo,No,Serie A,Italy,#56,3/25/1981,38,1.83,Goalkeeper,left,P&P Sport ...,Yes,None,Italy,Yes,UEFA,0,3,150000,1300000,2000000,41444,6,3,Fractured Finger: Return unknown
,Lucas Dias,Nimes Olympique,No,Ligue 1,France,#16,5/22/1999,20,1.85,Goalkeeper,right,Football Marketing,Yes,None,France,Yes,UEFA,6,2,150000,0,150000,,0,0,NA
,Aron Dobos,Fortuna Sittard,No,Eredivisie,Netherlands,#21,6/8/2000,19,,Forward ,,Stars & Friends,Yes,Other,Hungary,No,UEFA,0,2,150000,0,150000,43377,0,1,NA
,Davide Riccardi,Lecce,No,Serie A,Italy,#2,4/9/1996,23,1.86,Defender ,right,Barbadillo & ...,Yes,None,Italy,Yes,UEFA,0,2,150000,200000,175000,43089,2,0,NA
Ken Nkuba Tshiend,Ken Nkuba,RSC Charleroi,No,Jupiler Pro League,Belgium,#28,1/21/2002,17,,Forward ,,Agent is known - player under 18,Yes,Other,Belgium,Yes,UEFA,0,2,150000,0,150000,,0,0,NA
,Agim Zeka,Fortuna Sittard,No,Eredivisie,Netherlands,#33,9/6/1998,21,1.92,Forward ,left,Shkumbin Qormemeti,Yes,None,Albania,No,UEFA,0,1,150000,300000,150000,43280,0,7,NA
Virgile Jacky Marcel Pinson,Virgile Pinson,Reims,No,Ligue 1,France,#27,2/22/1996,23,1.77,Forward ,right,NA,No,None,France,Yes,UEFA,0,1,150000,0,150000,43735,0,0,NA
,Theo Sainte-Luce,Nimes Olympique,No,Ligue 1,France,#3,10/20/1998,21,1.81,Defender ,left,AMQ Attorney at law,Yes,Other,France,Yes,UEFA,0,1,150000,0,150000,,0,0,NA
,Sanasi Sy,SC Amiens,No,Ligue 1,France,#18,12/4/1999,19,1.74,Defender ,left,Sport Avenir ...,Yes,Other,France,Yes,UEFA,0,1,150000,0,150000,43349,0,0,NA
,Hugo Magnetti,Stade Brest 29,No,Ligue 1,France,#27,5/30/1998,21,1.72,Midfielder ,left,GROUPE USM,Yes,Other,France,Yes,UEFA,0,1,150000,0,150000,43473,0,0,NA
,Kouadio Kone,Toulouse,No,Ligue 1,France,#34,5/17/2001,18,1.80,Midfielder ,,NA,No,Other,France,Yes,UEFA,0,1,150000,0,150000,,0,0,NA
Leonardo Cordeiro De Lima Silva,Leo Cordeiro,Gil Vicente,No,Liga NOS,Portugal,#22,9/27/1995,24,1.74,Midfielder ,right,PromoSport,Yes,None,Brazil,No,CONMEBOL,0,0,150000,0,150000,43749,0,0,NA
Bruno Martins Teles,Bruno Teles,Pacos Ferreira,No,Liga NOS,Portugal,#6,5/1/1986,33,1.83,Defender ,left,NA,No,None,Brazil,No,CONMEBOL,0,0,150000,300000,2000000,41444,6,0,NA
Pedro Augusto Borges da Costa,Pedro Augusto,Tondela,No,Liga NOS,Portugal,#6,3/3/1997,22,,,,NA,No,None,Brazil,No,CONMEBOL,0,0,150000,0,150000,,0,0,NA
Andrej simunec,Andrej Simunec,Desportivo Aves,No,Liga NOS,Portugal,#2,3/2/1995,24,1.93,Defender ,right,NA,No,None,Croatia,No,UEFA,0,0,150000,0,200000,43368,1,0,Ankle problems: Return unknown
,Theo Barbet,Dijon,No,Ligue 1,France,#6,3/6/2001,18,1.84,Defender ,left,no agent,Yes,Other,France,Yes,UEFA,0,0,150000,0,150000,,0,0,NA
,Patrick Finger,E. Frankfurt,No,Bundesliga,Germany,#38,1/1/2001,18,1.66,Midfielder ,left,ROGON U23,Yes,Other,Germany,Yes,UEFA,0,0,150000,0,150000,43508,0,1,NA
Amadou Dia Ndiaye,Amadou Ndiaye,FC Metz,No,Ligue 1,France,#23,1/2/2000,19,1.86,Forward ,right,Mondial Promotion,Yes,Other,Senegal,No,CAF,0,0,150000,0,150000,43473,0,8,NA
,Guillaume Dietsch,FC Metz,No,Ligue 1,France,#30,4/17/2001,18,1.84,Goalkeeper,right,StarFactory,Yes,Other,France,Yes,UEFA,0,0,150000,0,150000,43538,0,0,NA
,Papa Ndiaga Yade,FC Metz,No,Ligue 1,France,#26,1/5/2000,19,1.86,Forward ,left,NA,No,Other,Senegal,No,CAF,0,0,150000,0,150000,,0,0,NA
,Sami Lahssaini,FC Metz,No,Ligue 1,France,#22,9/18/1998,21,1.77,Midfielder ,right,NA,No,Other,Belgium,No,UEFA,0,0,150000,0,150000,,0,0,NA
,Batista Mendy,FC Nantes,No,Ligue 1,France,#29,1/12/2000,19,1.91,Midfielder ,right,NA,No,Other,France,Yes,UEFA,0,0,150000,0,150000,,0,4,NA
,Josue Homawoo,FC Nantes,No,Ligue 1,France,#25,11/12/1997,22,1.91,Defender ,left,NA,No,Other,Togo,No,CAF,0,0,150000,0,150000,,0,0,NA
,Ahmadou Dia,Marseille,No,Ligue 1,France,#40,10/13/1999,20,1.82,Goalkeeper,left,NA,No,None,France,Yes,UEFA,0,0,150000,0,150000,,0,0,NA
Wesley Moustache Mayeko,Wesley Moustache,FC Nantes,No,Ligue 1,France,#3,2/26/1999,20,1.77,Defender ,left,Sport Avenir ...,Yes,Other,France,Yes,UEFA,0,0,150000,0,150000,,0,1,NA
,Clement Vidal,Montpellier,No,Ligue 1,France,#27,6/18/2000,19,1.81,Defender ,right,NA,No,None,France,Yes,UEFA,0,0,150000,0,150000,,0,1,NA
,Kylian Kaiboue,Montpellier,No,Ligue 1,France,#21,8/20/1998,21,1.82,Midfielder ,left,NA,No,None,France,Yes,UEFA,0,0,150000,0,150000,43619,0,0,NA
,Kelyan Guessoum,Nimes Olympique,No,Ligue 1,France,#21,2/5/1999,20,1.75,Defender ,right,Global Compensation,Yes,None,France,Yes,UEFA,0,0,150000,0,150000,,0,0,NA
,Gautier Lloris,OGC Nice,No,Ligue 1,France,#3,7/18/1995,24,1.91,Defender ,left,NA,No,None,France,Yes,UEFA,0,0,150000,0,150000,42253,0,3,NA
,Theo Vermot,Saint-Etienne,No,Ligue 1,France,#1,1/27/1997,22,1.90,Goalkeeper,right,NA,No,None,France,Yes,UEFA,0,0,150000,0,150000,43397,0,0,NA
,Jayson Papeau,SC Amiens,No,Ligue 1,France,#36,6/30/1996,23,1.79,Midfielder ,,NA,No,None,France,Yes,UEFA,0,0,150000,0,150000,,0,0,NA
,Moussa Diarra,Toulouse,No,Ligue 1,France,NA,11/10/2000,19,1.83,Defender ,left,Mickael Libong,Yes,None,France,Yes,UEFA,0,0,150000,0,150000,,0,0,NA
,Adnan Ugur,Fortuna Sittard,No,Eredivisie,Netherlands,#22,6/28/2001,18,,Midfielder ,,SEG,Yes,Nike,Belgium,No,UEFA,0,0,150000,0,150000,43727,0,0,NA
Finn Gilbert Dahmen,Finn Dahmen,1.FSV Mainz 05,No,Bundesliga,Germany,#37,3/27/1998,21,1.88,Goalkeeper,right,Robert Schneider,Yes,None,Germany,Yes,UEFA,9,0,150000,0,150000,43318,0,0,NA
,Ron-Thorben Hoffmann,Bayern Munich,Yes,Bundesliga,Germany,#39,4/4/1999,20,1.92,Goalkeeper,right,Spielerrat GmbH,Yes,None,Germany,Yes,UEFA,2,0,150000,0,150000,43286,0,2,NA
,Max Grun,Bor. M'gladbach,No,Bundesliga,Germany,#31,4/5/1987,32,1.90,Goalkeeper,right,Rechtsanwalt Oliver ...,Yes,None,Germany,Yes,UEFA,3,0,150000,400000,1750000,41084,7,4,NA
,Bassala Sambou,Fortuna Sittard,No,Eredivisie,Netherlands,#9,10/15/1997,22,1.83,Forward ,right,J.Kwasi Siaw,Yes,None,Germany,No,UEFA,2,0,150000,0,150000,43727,0,0,NA
,Emil Frederiksen,Heerenveen,No,Eredivisie,Netherlands,#22,9/5/2000,19,,Midfielder ,,people in sport,Yes,Other,Denmark,No,UEFA,1,0,150000,0,150000,43462,0,6,NA
,Hamdi Akujobi,Heerenveen,No,Eredivisie,Netherlands,#31,1/20/2000,19,1.75,Midfielder ,,MSG,Yes,Other,Netherlands,Yes,UEFA,0,0,150000,0,150000,43727,0,0,NA
,Jan-Luca Rumpf,SC Paderborn,No,Bundesliga,Germany,#4,7/8/1999,20,1.92,Defender ,right,SNM Sportmanagement,Yes,None,Germany,Yes,UEFA,2,0,150000,0,150000,43674,0,0,NA
Maurice Miguel Noel Opfermann Arcones,Maurice Opfermann Arcones,Union Berlin,No,Bundesliga,Germany,#40,6/16/2000,19,1.72,Midfielder ,,CN Sports,Yes,None,Germany,Yes,UEFA,2,0,150000,0,150000,,0,0,NA
,Moritz Nicolas,Union Berlin,No,Bundesliga,Germany,#35,10/21/1997,22,1.93,Goalkeeper,right,arena11 sports group,Yes,None,Germany,Yes,UEFA,0,0,150000,0,150000,43097,0,1,NA
,Phillip Menzel,VfL Wolfsburg,No,Bundesliga,Germany,#36,8/18/1998,21,1.92,Goalkeeper,right,INTEAMSPORTS,Yes,None,Germany,Yes,UEFA,7,0,150000,0,150000,43097,0,1,NA
,Jari De Busser,KAA Gent,No,Jupiler Pro League,Belgium,#20,10/21/1999,20,1.90,Goalkeeper,both,11one,Yes,Other,Belgium,Yes,UEFA,4,0,150000,0,150000,43033,0,0,NA
,Shawn Adewoye,KRC Genk,Yes,Jupiler Pro League,Belgium,#35,6/29/2000,19,1.81,Defender ,right,SportPlus Football ...,Yes,Other,Belgium,Yes,UEFA,0,0,150000,0,150000,,0,1,NA
,Abdallah Ali Mohamed,Marseille,No,Ligue 1,France,#31,4/11/1999,20,,Defender ,right,Just 4 player Group,Yes,Other,Comoros,No,CAF,0,0,150000,0,150000,,0,5,NA
,Florian Chabrolle,Marseille,No,Ligue 1,France,#29,4/7/1998,21,1.71,Midfielder ,right,NA,No,Other,France,Yes,UEFA,0,0,150000,0,150000,43349,0,2,NA
,Marley Ake,Marseille,No,Ligue 1,France,#36,1/5/2001,18,1.77,Forward ,right,NA,No,Other,France,Yes,UEFA,0,0,150000,0,150000,,0,1,NA
Joyce Francesco Anacoura,Joyce Anacoura,Maritimo,No,Liga NOS,Portugal,NA,8/1/1994,25,1.90,Goalkeeper,right,Sferico Sports ...,Yes,None,Italy,No,UEFA,6,0,150000,760000,150000,43645,0,0,NA
,Matis Carvalho,Montpellier,No,Ligue 1,France,#30,4/28/1999,20,1.87,Goalkeeper,right,NA,No,Other,Portugal,No,UEFA,0,0,150000,0,150000,,0,0,NA
,Leonardo Fontanesi,Sassuolo,No,Serie A,Italy,#96,2/20/1996,23,1.90,Defender ,right,GP Soccer and ...,Yes,None,Italy,Yes,UEFA,2,0,150000,0,300000,42172,4,1,NA
,Lucas Buades,Nimes Olympique,No,Ligue 1,France,#19,12/28/1997,21,1.81,Defender ,right,NA,No,Other,France,Yes,UEFA,0,0,150000,0,150000,,0,0,NA
,Sami Ben Amar,Nimes Olympique,No,Ligue 1,France,#24,3/2/1998,21,1.85,Forward ,right,NA,No,Other,Morocco,No,CAF,0,0,150000,0,150000,43397,0,1,NA
,Garissone Innocent,Paris SG,Yes,Ligue 1,France,#40,4/16/2000,19,1.92,Goalkeeper,right,Mickael Libong,Yes,Other,France,Yes,UEFA,0,0,150000,0,150000,,0,0,NA
,Stefan van der Lei,FC Emmen,No,Eredivisie,Netherlands,#93,3/5/1993,26,1.86,Goalkeeper,right,Soccer Vision BV,Yes,None,Netherlands,Yes,UEFA,11,0,150000,0,150000,43481,0,1,NA
,Louis Pelletier,R. Strasbourg,No,Ligue 1,France,#40,2/3/2000,19,1.86,Goalkeeper,right,NA,No,Other,France,Yes,UEFA,0,0,150000,0,150000,43397,0,0,NA
,Frederik Jäkel,RB Leipzig,Yes,Bundesliga,Germany,#37,3/7/2001,18,1.93,Defender ,right,Soccertalents,Yes,Other,Germany,Yes,UEFA,1,0,150000,0,150000,,0,7,NA
,Malik Talabidi,RB Leipzig,Yes,Bundesliga,Germany,#42,7/16/2001,18,1.84,Defender ,right,PRO Profil GmbH,Yes,Other,Germany,Yes,UEFA,0,0,150000,0,150000,,0,5,NA
,Timothe Nkada,Reims,No,Ligue 1,France,#19,7/20/1999,20,1.77,Forward ,,NA,No,Other,France,Yes,UEFA,0,0,150000,0,150000,,0,2,NA
,Ingo van Weert,RKC Waalwijk,No,Eredivisie,Netherlands,#16,2/8/1994,25,1.85,Defender ,right,Soccer-Solutions,Yes,Other,Netherlands,Yes,UEFA,1,0,150000,0,250000,41543,6,0,NA
Paul Gerardus Quasten,Paul Quasten,RKC Waalwijk,No,Eredivisie,Netherlands,#5,3/13/1985,34,1.79,Defender ,left,Grand Stand,Yes,Other,Czech Republic,No,UEFA,1,0,150000,0,450000,39665,11,2,NA
,Stefan Bajic,Saint-Etienne,No,Ligue 1,France,#40,12/23/2001,17,1.87,Goalkeeper,right,Agent is known - player under 18,Yes,Other,France,Yes,UEFA,1,0,150000,0,150000,43397,0,6,NA
Joao Miguel Ribeiro Vigario,Joao Vigario,Tondela,No,Liga NOS,Portugal,#20,11/20/1995,24,1.80,Defender ,left,MNM Sports ...,Yes,None,Portugal,Yes,UEFA,0,0,150000,0,500000,43138,1,6,NA
,Jonathan Bumbu,SC Amiens,No,Ligue 1,France,#39,2/11/1999,20,1.81,Midfielder ,right,NA,No,Other,France,Yes,UEFA,0,0,150000,0,150000,,0,0,NA
,Valentin Gendrey,SC Amiens,No,Ligue 1,France,#35,6/21/2000,19,1.79,Defender ,right,BS & PARTNERS,Yes,Other,France,Yes,UEFA,0,0,150000,0,150000,43349,0,0,NA
,Aleksandr Sheplyakov,Dinamo Moscow,No,Premier Liga,Russia,#35,8/13/1996,23,2.01,Goalkeeper,right,NA,No,None,Russia,Yes,UEFA,0,0,150000,6000,150000,43454,0,0,NA
,Anthony Gomez Mancini,SCO Angers,No,Ligue 1,France,#14,4/6/2001,18,1.80,Midfielder ,left,Sport Profile,Yes,Other,France,Yes,UEFA,0,0,150000,0,150000,,0,0,NA
,Vitali Lystsov,KS Samara,No,Premier Liga,Russia,#5,7/11/1995,24,1.92,Defender ,right,Pavel Andreev,Yes,None,Russia,Yes,UEFA,0,0,150000,150000,650000,42443,3,9,NA
,Amir Adouyev,Montpellier,No,Ligue 1,France,#29,5/11/1999,20,1.81,Midfielder ,right,NA,No,None,Russia,No,UEFA,0,0,150000,0,150000,,0,2,NA
,Stan Van Dessel,Sint-Truiden,No,Jupiler Pro League,Belgium,#19,7/24/2001,18,1.62,Midfielder ,both,Eleven Management,Yes,Other,Belgium,Yes,UEFA,0,0,150000,0,150000,43721,0,0,NA
,Aleksey Chernov,Ufa,No,Premier Liga,Russia,#1,6/3/1998,21,1.97,Goalkeeper,right,AKA Global GmbH,Yes,None,Russia,Yes,UEFA,22,0,150000,0,150000,43630,0,3,NA
,Kirill Folmer,Ufa,No,Premier Liga,Russia,#13,2/25/2000,19,1.78,Midfielder ,left,NA,No,None,Russia,Yes,UEFA,1,0,150000,0,150000,43630,0,0,NA
,Oleg Baklov,Ural,No,Premier Liga,Russia,#77,10/20/1994,25,1.95,Goalkeeper,right,FM Sports Agency,Yes,None,Russia,Yes,UEFA,4,0,150000,0,150000,43257,0,0,NA
,Michael Fabrie,Sparta R.,No,Eredivisie,Netherlands,NA,11/11/1997,22,1.91,Goalkeeper,,Premium Stars ...,Yes,Other,Netherlands,Yes,UEFA,14,0,150000,0,150000,43649,0,0,NA
Hiang'a Mananga Mbock,Hiang'a Mbock,Stade Brest 29,No,Ligue 1,France,#28,12/28/1999,19,1.86,Midfielder ,right,NA,No,Other,France,Yes,UEFA,0,0,150000,0,150000,,0,0,NA
,Yann Gboho,Stade Rennais,No,Ligue 1,France,#34,1/14/2001,18,1.78,Midfielder ,right,ND SPORTS MANAGEMENT,Yes,adidas,France,Yes,UEFA,1,0,150000,0,150000,43397,0,3,NA
,Usman Mohammed,Tambov,No,Premier Liga,Russia,#15,3/2/1994,25,1.83,Forward ,right,ST Management,Yes,Other,Nigeria,No,CAF,0,0,150000,0,150000,43623,0,9,NA
,Adil Taoui,Toulouse,No,Ligue 1,France,#32,8/10/2001,18,1.79,Forward ,right,NA,No,Other,France,Yes,UEFA,0,0,150000,0,150000,43349,0,0,NA
,Amine Adli,Toulouse,No,Ligue 1,France,#31,5/10/2000,19,1.74,Midfielder ,,NA,No,Other,France,Yes,UEFA,0,0,150000,0,150000,,0,5,NA
,Anthony Rouault,Toulouse,No,Ligue 1,France,#24,5/29/2001,18,1.86,Defender ,right,NA,No,Other,France,Yes,UEFA,0,0,150000,0,150000,,0,0,NA
,Florentin Bloch,Toulouse,No,Ligue 1,France,#16,2/2/2000,19,1.90,Goalkeeper,left,AMQ Attorney at law,Yes,Other,France,Yes,UEFA,0,0,150000,0,150000,,0,0,NA
,Stephane Zobo,Toulouse,No,Ligue 1,France,#22,8/2/2000,19,1.88,Forward ,right,NA,No,Other,Cameroon,No,CAF,0,0,150000,0,150000,,0,0,NA
,Laurenz Dehl,Union Berlin,No,Bundesliga,Germany,#16,12/12/2001,17,1.79,Midfielder ,,Agent is known - player under 18,Yes,Other,Germany,Yes,UEFA,5,0,150000,0,150000,,0,0,"Surgery: Return expected on Dec 31, 2019"
,Lennard Maloney,Union Berlin,No,Bundesliga,Germany,#33,10/8/1999,20,1.87,Defender ,right,AKA Global GmbH,Yes,Other,United States,No,CONCACAF,0,0,150000,0,150000,43270,0,1,NA
Ayotomiwa Dele-Bashiru,Tom Dele-Bashiru,Watford,No,Premier League,England,#24,9/17/1999,20,1.79,Midfielder ,right,NA,No,Other,Nigeria,No,CAF,0,0,150000,0,150000,,0,0,NA
,Luc Ihorst,Werder Bremen,No,Bundesliga,Germany,#25,3/7/2000,19,1.90,Forward ,both,H.S.P. ...,Yes,Other,Germany,Yes,UEFA,4,0,150000,0,150000,,0,3,NA
Ðoàn Van H,Van Hau Doan,Heerenveen,No,Eredivisie,Netherlands,#15,4/19/1999,20,1.85,Defender ,left,Football Total,Yes,None,Vietnam,No,AFC,0,0,150000,0,150000,,0,19,NA
,Henk Bos,FC Emmen,No,Eredivisie,Netherlands,#30,11/12/1992,27,1.73,Midfielder ,right,Soccer Vision BV,Yes,Other,Netherlands,Yes,UEFA,0,8,125000,0,250000,41287,6,0,NA
,Guram Adzhoev,Arsenal Tula,No,Premier Liga,Russia,#17,2/27/1995,24,1.85,Forward ,right,NA,No,Other,Russia,Yes,UEFA,2,0,125000,0,125000,43719,0,0,NA
,Massimiliano Mangraviti,Brescia,No,Serie A,Italy,#19,1/24/1998,21,1.88,Defender ,left,NA,No,None,Italy,Yes,UEFA,0,0,125000,0,125000,43635,0,0,NA
,Egor Shamov,Arsenal Tula,No,Premier Liga,Russia,#50,6/2/1994,25,1.90,Goalkeeper,left,NA,No,None,Russia,Yes,UEFA,2,0,125000,0,125000,43454,0,0,NA
,Vadim Karpov,CSKA Moscow,No,Premier Liga,Russia,#62,7/14/2002,17,1.90,Defender ,left,NA,No,None,Russia,Yes,UEFA,0,0,125000,0,125000,43630,0,7,"Concussion: Return expected on Nov 25, 2019"
,Danila Vedernikov,Rostov,No,Premier Liga,Russia,#4,6/6/2001,18,1.76,Defender ,left,NA,No,None,Russia,Yes,UEFA,0,0,125000,12000,125000,43630,0,10,NA
,Aleksey Gorodovoy,Rubin Kazan,No,Premier Liga,Russia,#93,8/10/1993,26,1.92,Goalkeeper,right,New Player AS,Yes,None,Russia,Yes,UEFA,0,0,125000,0,125000,43630,0,0,NA
,Akmal Bakhtiyarov,Sochi,No,Premier Liga,Russia,#21,6/2/1998,21,1.69,Forward ,right,NA,No,Other,Kazakhstan,No,UEFA,0,0,125000,0,125000,43446,0,0,NA
,Wilfried Stephane Singo,Torino,No,Serie A,Italy,#17,12/25/2000,18,1.91,Defender ,right,NA,No,Other,Cote d'Ivoire,No,#N/A,0,0,125000,0,125000,,0,0,NA
Diogo Miguel Oliveira Silva,Diogo Silva,Tondela,No,Liga NOS,Portugal,#13,5/13/1993,26,1.89,Goalkeeper,right,NA,No,Other,Portugal,Yes,UEFA,0,37,100000,0,100000,43749,0,0,NA
Vitorino Hilton da Silva,Vitorino Hilton,Montpellier,No,Ligue 1,France,#4,9/13/1977,42,1.80,Defender ,right,Guanabara Esportes ...,Yes,None,Brazil,No,CONMEBOL,0,36,100000,5000000,6000000,39259,12,0,NA
Fabio Szymonek,Fabio,Desportivo Aves,No,Liga NOS,Portugal,#12,5/11/1990,29,1.96,Goalkeeper,right,NA,No,None,Brazil,No,CONMEBOL,0,35,100000,0,500000,42036,4,0,NA
José Vítor Moreira Semedo,Jose Semedo,Vitoria Setubal,No,Liga NOS,Portugal,#29,1/11/1985,34,1.83,Midfielder ,right,NA,No,None,Portugal,Yes,UEFA,0,30,100000,0,1500000,39259,12,2,NA
,Davy De fauw,Zulte Waregem,No,Jupiler Pro League,Belgium,#2,7/8/1981,38,1.85,Defender ,right,Soccer Vision BV,Yes,Other,Belgium,Yes,UEFA,2,28,100000,200000,1750000,40711,8,0,NA
Ricardo Miguel Moreira da Costa,Ricardo Costa,Boavista,No,Liga NOS,Portugal,#22,5/16/1981,38,1.84,Defender ,right,OFSPORTS,Yes,None,Portugal,Yes,UEFA,0,27,100000,4500000,6000000,38541,14,22,NA
